diameter,height,shucked_weight,shell_weight,rings,sex_F,sex_M
0.505,0.195,0.516,0.375,9,1,0
0.5,0.175,0.5065,0.405,13,0,1
0.51,0.19,0.6445,0.425,12,0,1
0.52,0.17,0.6155,0.36,11,0,1
0.495,0.17,0.6215,0.399,11,0,1
0.495,0.16,0.55,0.32,10,0,1
0.52,0.195,0.5985,0.3825,10,1,0
0.525,0.205,0.69,0.4355,13,0,1
0.51,0.175,0.4955,0.385,12,0,1
0.51,0.175,0.575,0.3885,10,1,0
0.525,0.19,0.5975,0.4,11,0,1
0.53,0.17,0.622,0.398,10,1,0
0.51,0.18,0.5,0.339,10,0,1
0.54,0.195,0.8505,0.47,11,1,0
0.51,0.155,0.5605,0.358,11,1,0
0.54,0.195,0.532,0.3315,11,0,1
0.54,0.2,0.6435,0.4165,9,1,0
0.535,0.185,0.7035,0.4,11,1,0
0.51,0.17,0.809,0.341,11,0,1
0.53,0.195,0.62,0.425,9,1,0
0.55,0.19,0.89,0.4895,10,0,1
0.535,0.175,0.637,0.46,11,0,1
0.55,0.21,0.655,0.462,11,0,1
0.53,0.17,0.612,0.44,10,1,0
0.555,0.175,1.2455,0.434,11,0,1
0.56,0.185,0.873,0.435,11,1,0
0.6,0.21,1.1945,0.6745,11,0,1
0.13,0.075,0.0685,0.0465,5,0,0
0.25,0.1,0.1725,0.1255,7,0,0
0.25,0.115,0.21,0.128,7,0,0
0.28,0.095,0.165,0.067,7,0,0
0.32,0.115,0.323,0.164,7,1,0
0.31,0.13,0.2735,0.184,9,0,1
0.36,0.105,0.22,0.1035,9,0,0
0.355,0.12,0.1765,0.1325,9,0,0
0.365,0.15,0.4145,0.273,7,1,0
0.375,0.155,0.45,0.2475,9,0,1
0.395,0.145,0.332,0.2455,8,0,0
0.4,0.15,0.3445,0.185,7,0,1
0.375,0.15,0.3845,0.255,10,0,0
0.38,0.135,0.3435,0.17,9,0,1
0.37,0.115,0.3415,0.146,9,0,1
0.415,0.18,0.502,0.311,9,1,0
0.42,0.19,0.914,0.4095,10,1,0
0.455,0.16,0.533,0.271,10,0,1
0.505,0.165,0.4895,0.345,10,0,1
0.475,0.15,0.476,0.283,9,0,1
0.48,0.18,0.565,0.3375,10,0,1
0.47,0.15,0.556,0.287,9,0,1
0.505,0.17,0.512,0.355,9,1,0
0.525,0.165,0.647,0.3005,9,1,0
0.5,0.17,0.694,0.3235,11,1,0
0.525,0.195,0.6065,0.407,12,1,0
0.525,0.205,0.819,0.4525,13,1,0
0.555,0.195,0.7105,0.516,12,1,0
0.205,0.065,0.041,0.034,5,0,0
0.205,0.07,0.039,0.034,5,0,0
0.265,0.085,0.0675,0.0615,7,0,0
0.29,0.1,0.1,0.086,6,0,0
0.315,0.1,0.143,0.091,6,0,0
0.33,0.095,0.118,0.123,7,0,0
0.375,0.11,0.17,0.145,8,0,0
0.335,0.115,0.195,0.11,7,0,0
0.355,0.135,0.2145,0.1435,8,0,0
0.36,0.11,0.191,0.13,8,0,0
0.37,0.14,0.2425,0.1465,8,0,0
0.395,0.105,0.234,0.165,8,0,0
0.39,0.12,0.235,0.179,9,0,0
0.41,0.14,0.3395,0.1945,10,0,0
0.4,0.14,0.2605,0.21,9,0,0
0.425,0.155,0.307,0.2595,9,0,1
0.425,0.13,0.2975,0.22,9,0,1
0.42,0.135,0.294,0.1825,10,0,1
0.395,0.115,0.2025,0.148,8,0,0
0.41,0.15,0.2435,0.1895,11,0,0
0.4,0.145,0.3065,0.22,10,0,0
0.45,0.135,0.2845,0.265,9,0,0
0.44,0.14,0.346,0.2735,10,1,0
0.46,0.16,0.3345,0.275,10,0,1
0.465,0.145,0.3345,0.2695,9,0,1
0.43,0.145,0.3895,0.245,9,1,0
0.43,0.125,0.2815,0.21,9,0,0
0.45,0.145,0.364,0.26,10,0,0
0.465,0.12,0.516,0.235,9,0,1
0.46,0.15,0.333,0.2985,9,1,0
0.42,0.14,0.3285,0.2255,9,0,0
0.45,0.155,0.321,0.2445,8,0,1
0.42,0.155,0.442,0.2875,13,1,0
0.47,0.145,0.4025,0.265,9,0,1
0.45,0.125,0.437,0.245,9,0,0
0.48,0.185,0.526,0.314,10,0,1
0.48,0.185,0.4985,0.33,10,0,1
0.455,0.13,0.49,0.2655,10,0,1
0.5,0.175,0.4895,0.343,11,1,0
0.48,0.18,0.5285,0.306,12,0,0
0.48,0.155,0.527,0.3175,11,0,1
0.495,0.155,0.5055,0.345,9,0,1
0.5,0.185,0.5995,0.335,10,0,1
0.49,0.16,0.407,0.354,12,0,1
0.475,0.15,0.433,0.315,8,1,0
0.51,0.155,0.5015,0.342,10,1,0
0.505,0.175,0.5105,0.39,10,1,0
0.495,0.175,0.528,0.37,11,1,0
0.52,0.175,0.6275,0.45,13,1,0
0.525,0.18,0.678,0.456,14,1,0
0.52,0.175,0.6275,0.374,10,0,1
0.54,0.175,0.6645,0.512,12,0,1
0.54,0.21,0.686,0.45,11,1,0
0.58,0.2,0.675,0.5295,13,0,1
0.535,0.175,0.5465,0.465,10,1,0
0.56,0.17,0.607,0.44,11,1,0
0.58,0.205,0.8155,0.488,12,0,1
0.155,0.045,0.0235,0.014,3,0,0
0.23,0.075,0.0595,0.05,6,0,0
0.23,0.06,0.0615,0.0355,7,0,0
0.27,0.1,0.11,0.064,7,0,0
0.305,0.11,0.173,0.0975,9,0,1
0.31,0.095,0.1645,0.1,8,0,0
0.365,0.115,0.318,0.1325,8,1,0
0.385,0.13,0.2855,0.175,10,0,1
0.375,0.135,0.221,0.17,8,1,0
0.4,0.125,0.2435,0.175,8,0,0
0.445,0.13,0.4225,0.24,9,0,1
0.49,0.17,0.4605,0.344,12,1,0
0.26,0.095,0.0985,0.07,8,0,0
0.275,0.095,0.106,0.21,6,0,0
0.34,0.1,0.1805,0.0965,8,0,0
0.355,0.12,0.2725,0.1395,8,0,1
0.385,0.12,0.289,0.153,8,0,1
0.445,0.14,0.406,0.2245,9,0,1
0.45,0.14,0.477,0.2515,8,0,1
0.44,0.145,0.3605,0.2735,10,0,1
0.46,0.155,0.4275,0.3305,10,0,1
0.48,0.175,0.4815,0.356,9,1,0
0.455,0.135,0.4735,0.274,9,1,0
0.46,0.17,0.535,0.296,7,0,1
0.47,0.17,0.4605,0.3945,11,0,1
0.52,0.185,0.5985,0.4575,10,1,0
0.54,0.195,0.5565,0.4285,11,0,1
0.52,0.175,0.7525,0.374,11,0,1
0.555,0.17,0.5375,0.431,12,1,0
0.385,0.12,0.2305,0.235,14,0,1
0.42,0.175,0.256,0.275,10,1,0
0.365,0.115,0.165,0.17,14,1,0
0.41,0.15,0.345,0.24,11,0,1
0.26,0.075,0.0855,0.085,6,0,1
0.35,0.1,0.175,0.175,7,1,0
0.325,0.1,0.146,0.105,9,0,1
0.105,0.035,0.012,0.005,4,0,0
0.25,0.095,0.0795,0.055,8,0,0
0.425,0.125,0.372,0.19,8,0,1
0.41,0.145,0.375,0.245,9,1,0
0.42,0.125,0.255,0.205,11,0,1
0.475,0.145,0.3915,0.32,9,1,0
0.45,0.16,0.44,0.27,16,0,1
0.45,0.155,0.326,0.355,14,0,1
0.35,0.105,0.1625,0.145,11,0,1
0.275,0.085,0.096,0.08,6,0,0
0.37,0.125,0.2495,0.159,9,0,1
0.535,0.22,0.6175,0.453,14,1,0
0.3,0.115,0.1645,0.1025,6,0,1
0.295,0.11,0.1255,0.1035,7,1,0
0.44,0.13,0.2425,0.285,10,0,1
0.41,0.15,0.282,0.275,12,0,1
0.465,0.155,0.446,0.255,9,1,0
0.4,0.155,0.236,0.255,11,1,0
0.335,0.115,0.19,0.135,8,0,1
0.255,0.085,0.071,0.055,9,0,0
0.515,0.2,0.443,0.49,16,0,1
0.45,0.165,0.322,0.37,12,1,0
0.44,0.19,0.447,0.265,9,1,0
0.465,0.15,0.3575,0.19,14,1,0
0.475,0.175,0.4155,0.49,14,1,0
0.37,0.125,0.266,0.185,10,0,1
0.5,0.18,0.508,0.445,18,1,0
0.235,0.065,0.058,0.05,5,0,0
0.395,0.165,0.285,0.285,19,0,1
0.43,0.165,0.289,0.195,10,1,0
0.39,0.13,0.2505,0.195,15,1,0
0.34,0.135,0.1505,0.135,8,1,0
0.385,0.16,0.2455,0.205,9,1,0
0.44,0.165,0.2875,0.25,15,0,1
0.36,0.11,0.203,0.13,12,1,0
0.4,0.115,0.191,0.17,9,1,0
0.25,0.075,0.056,0.05,5,0,0
0.41,0.15,0.274,0.25,12,1,0
0.225,0.09,0.048,0.05,9,0,1
0.45,0.16,0.2925,0.365,16,0,1
0.5,0.225,0.587,0.41,15,1,0
0.355,0.115,0.18,0.155,10,0,1
0.49,0.17,0.5655,0.295,15,1,0
0.3,0.1,0.1305,0.09,7,0,0
0.455,0.13,0.439,0.3,10,1,0
0.545,0.16,0.5985,0.495,15,1,0
0.425,0.12,0.2945,0.195,10,0,1
0.225,0.075,0.071,0.045,9,0,0
0.33,0.105,0.1525,0.11,7,0,0
0.375,0.12,0.2205,0.17,7,1,0
0.44,0.155,0.4315,0.255,9,1,0
0.45,0.1,0.431,0.235,12,1,0
0.5,0.2,0.4605,0.43,12,0,1
0.4,0.14,0.2955,0.185,16,0,1
0.46,0.18,0.342,0.355,12,1,0
0.4,0.15,0.273,0.295,13,1,0
0.355,0.125,0.1535,0.165,9,0,0
0.38,0.135,0.263,0.215,12,0,1
0.5,0.18,0.4405,0.39,13,1,0
0.575,0.19,0.7035,0.56,14,0,1
0.5,0.165,0.488,0.345,17,1,0
0.46,0.15,0.3455,0.275,10,1,0
0.105,0.035,0.005,0.005,4,0,0
0.345,0.14,0.2055,0.1085,15,0,1
0.43,0.125,0.3315,0.1775,12,1,0
0.12,0.02,0.0075,0.005,4,0,0
0.48,0.235,0.413,0.36,16,0,1
0.47,0.165,0.292,0.35,16,0,1
0.27,0.095,0.0835,0.07,6,0,1
0.18,0.065,0.0245,0.02,4,0,1
0.39,0.15,0.276,0.185,13,0,0
0.365,0.135,0.1515,0.145,9,0,0
0.375,0.125,0.1985,0.12,10,1,0
0.355,0.135,0.1865,0.168,13,0,1
0.27,0.1,0.083,0.075,10,0,0
0.405,0.14,0.2865,0.205,15,0,0
0.4,0.145,0.315,0.215,11,0,0
0.39,0.14,0.2415,0.26,19,0,0
0.445,0.165,0.4535,0.275,11,0,0
0.41,0.16,0.2845,0.225,10,1,0
0.46,0.19,0.4335,0.33,13,0,0
0.49,0.19,0.479,0.345,18,1,0
0.43,0.135,0.321,0.275,11,0,0
0.23,0.085,0.042,0.043,8,0,1
0.28,0.095,0.0875,0.08,10,0,1
0.4,0.14,0.2405,0.253,10,0,0
0.28,0.08,0.0995,0.09,12,0,1
0.4,0.165,0.27,0.225,20,1,0
0.35,0.115,0.1955,0.155,8,1,0
0.42,0.16,0.2725,0.19,14,0,0
0.38,0.155,0.2745,0.18,12,0,0
0.55,0.22,0.7735,0.655,10,0,0
0.515,0.215,0.564,0.425,16,1,0
0.535,0.185,0.6275,0.47,21,1,0
0.44,0.165,0.312,0.3,17,0,0
0.37,0.115,0.171,0.185,11,1,0
0.18,0.06,0.022,0.018,6,0,0
0.175,0.08,0.0215,0.0215,5,0,0
0.41,0.115,0.263,0.26,11,0,1
0.4,0.115,0.186,0.21,13,1,0
0.425,0.11,0.237,0.295,13,0,1
0.275,0.065,0.0745,0.07,10,1,0
0.42,0.145,0.3075,0.25,14,0,1
0.39,0.105,0.2595,0.19,11,0,1
0.44,0.16,0.391,0.355,15,1,0
0.4,0.115,0.2555,0.18,11,1,0
0.45,0.175,0.3765,0.4,14,0,1
0.44,0.16,0.348,0.375,20,0,1
0.175,0.065,0.0205,0.019,6,0,0
0.41,0.165,0.2635,0.25,13,0,1
0.365,0.14,0.202,0.19,16,0,1
0.4,0.165,0.2855,0.23,12,1,0
0.415,0.15,0.2355,0.27,13,1,0
0.425,0.13,0.2115,0.255,13,1,0
0.39,0.11,0.1815,0.225,13,1,0
0.235,0.08,0.08,0.047,5,0,0
0.355,0.12,0.255,0.184,8,0,0
0.385,0.105,0.296,0.133,7,0,1
0.385,0.12,0.271,0.1775,9,0,0
0.395,0.14,0.281,0.22,12,1,0
0.44,0.155,0.4935,0.263,10,1,0
0.5,0.18,0.5185,0.3345,9,1,0
0.55,0.19,0.8225,0.515,11,1,0
0.55,0.195,0.769,0.4305,11,0,1
0.55,0.205,1.133,0.496,10,0,1
0.575,0.195,1.0745,0.585,10,1,0
0.205,0.075,0.059,0.0305,4,0,0
0.19,0.06,0.0445,0.03,5,0,0
0.22,0.07,0.0575,0.035,6,0,0
0.22,0.065,0.052,0.035,6,0,0
0.23,0.07,0.0625,0.045,6,0,0
0.29,0.095,0.123,0.08,6,0,0
0.3,0.09,0.1655,0.082,6,0,0
0.285,0.09,0.0935,0.07,6,0,0
0.295,0.095,0.1105,0.066,6,0,0
0.315,0.12,0.199,0.097,8,0,1
0.33,0.1,0.1925,0.1025,7,0,0
0.32,0.115,0.2055,0.105,8,0,0
0.33,0.135,0.163,0.119,6,0,0
0.35,0.135,0.2205,0.1405,7,0,0
0.35,0.12,0.2035,0.135,7,0,0
0.39,0.12,0.251,0.169,8,0,1
0.375,0.115,0.282,0.155,6,0,1
0.41,0.115,0.416,0.18,7,1,0
0.455,0.15,0.444,0.275,8,0,1
0.435,0.15,0.363,0.2515,6,0,0
0.45,0.125,0.3545,0.225,6,1,0
0.465,0.155,0.6245,0.33,10,0,1
0.48,0.185,0.53,0.322,11,0,1
0.525,0.17,0.6135,0.34,10,1,0
0.545,0.185,0.6865,0.547,11,1,0
0.515,0.165,0.621,0.3445,8,0,1
0.52,0.195,0.758,0.5055,11,1,0
0.51,0.2,0.6705,0.4505,10,0,1
0.51,0.18,0.6315,0.3725,9,0,1
0.6,0.23,0.8105,0.5755,10,0,1
0.6,0.235,0.984,0.621,12,0,1
0.135,0.045,0.011,0.01,4,0,0
0.175,0.055,0.04,0.02,5,0,0
0.23,0.0,0.0575,0.3505,6,0,0
0.27,0.09,0.098,0.062,6,0,0
0.28,0.08,0.115,0.055,6,0,0
0.31,0.095,0.181,0.083,6,0,0
0.35,0.135,0.2855,0.1325,7,0,0
0.35,0.105,0.352,0.135,6,0,0
0.375,0.125,0.2505,0.1525,8,0,0
0.39,0.125,0.293,0.1555,8,0,0
0.395,0.125,0.2565,0.17,10,0,1
0.43,0.14,0.3525,0.2015,9,1,0
0.465,0.15,0.4315,0.247,9,0,1
0.46,0.15,0.503,0.2515,11,1,0
0.455,0.155,0.5515,0.305,12,0,1
0.49,0.16,0.597,0.265,8,0,1
0.475,0.15,0.62,0.245,9,0,1
0.53,0.17,0.5775,0.286,9,0,1
0.465,0.14,0.479,0.255,8,1,0
0.505,0.175,0.5425,0.323,8,0,1
0.48,0.175,0.4865,0.285,10,0,1
0.48,0.145,0.665,0.225,10,0,1
0.525,0.175,0.646,0.37,9,1,0
0.505,0.19,0.6775,0.178,11,0,1
0.485,0.155,0.61,0.3,8,0,1
0.515,0.155,0.7055,0.335,10,0,1
0.55,0.175,0.713,0.4295,11,1,0
0.58,0.195,0.708,0.4715,10,1,0
0.545,0.195,0.8215,0.4705,11,0,1
0.2,0.07,0.037,0.03,6,0,0
0.245,0.065,0.058,0.0505,6,0,0
0.26,0.085,0.0915,0.055,7,0,0
0.28,0.09,0.0865,0.0605,7,0,0
0.27,0.09,0.1005,0.0655,6,0,0
0.31,0.1,0.1125,0.0925,8,0,0
0.335,0.11,0.1355,0.0965,7,0,0
0.325,0.1,0.174,0.109,7,0,0
0.325,0.11,0.258,0.1075,8,0,0
0.365,0.09,0.3165,0.18,8,0,0
0.385,0.125,0.2075,0.172,10,0,0
0.405,0.125,0.327,0.1805,7,0,1
0.41,0.14,0.242,0.182,11,0,0
0.42,0.14,0.3595,0.1985,8,0,0
0.415,0.155,0.322,0.19,10,0,0
0.445,0.125,0.288,0.21,11,0,0
0.44,0.155,0.3685,0.235,11,0,0
0.45,0.12,0.447,0.275,12,1,0
0.45,0.15,0.449,0.215,10,0,0
0.46,0.165,0.4815,0.236,10,1,0
0.46,0.135,0.4025,0.275,8,1,0
0.425,0.155,0.3615,0.239,10,1,0
0.45,0.16,0.445,0.301,9,0,1
0.46,0.155,0.285,0.269,11,0,1
0.485,0.145,0.4655,0.28,11,0,1
0.495,0.16,0.6335,0.35,13,1,0
0.495,0.155,0.46,0.34,9,0,1
0.495,0.175,0.5805,0.355,9,0,1
0.5,0.175,0.4615,0.305,10,0,1
0.47,0.145,0.675,0.3245,13,0,1
0.485,0.165,0.5075,0.36,10,1,0
0.5,0.18,0.539,0.35,10,1,0
0.5,0.15,0.4675,0.31,9,1,0
0.51,0.165,0.5755,0.4545,11,0,1
0.535,0.185,0.797,0.499,11,1,0
0.56,0.185,0.8195,0.437,10,1,0
0.39,0.12,0.302,0.1415,8,0,1
0.405,0.13,0.327,0.174,8,0,0
0.465,0.145,0.375,0.278,10,0,1
0.49,0.15,0.5845,0.3,9,0,1
0.515,0.16,0.553,0.35,11,1,0
0.49,0.18,0.653,0.305,9,1,0
0.275,0.08,0.093,0.072,6,0,0
0.31,0.085,0.153,0.0935,7,0,0
0.3,0.115,0.1335,0.0935,6,0,0
0.305,0.1,0.1,0.085,7,0,0
0.335,0.105,0.175,0.1185,8,0,0
0.335,0.125,0.246,0.145,7,0,0
0.375,0.11,0.2015,0.149,8,0,0
0.36,0.12,0.1875,0.1305,8,0,0
0.395,0.125,0.2365,0.19,9,0,0
0.4,0.14,0.278,0.169,8,0,0
0.45,0.15,0.3795,0.216,8,0,1
0.43,0.14,0.289,0.2615,8,0,0
0.435,0.125,0.348,0.206,9,0,0
0.43,0.18,0.4405,0.225,10,0,1
0.385,0.13,0.343,0.19,8,0,1
0.43,0.125,0.3395,0.2095,8,0,0
0.45,0.145,0.425,0.2725,11,0,1
0.465,0.15,0.581,0.3095,9,0,0
0.445,0.16,0.516,0.3,10,0,1
0.48,0.17,0.506,0.31,10,1,0
0.51,0.16,0.639,0.3,11,0,1
0.45,0.155,0.369,0.24,8,0,1
0.475,0.155,0.4865,0.2755,10,0,0
0.47,0.13,0.423,0.298,9,0,1
0.365,0.155,0.488,0.27,9,0,1
0.475,0.205,0.5995,0.37,11,0,1
0.5,0.18,0.645,0.3705,12,0,1
0.49,0.19,0.7465,0.3855,11,1,0
0.485,0.18,0.5175,0.37,11,0,1
0.53,0.175,0.667,0.3555,13,0,1
0.485,0.155,0.467,0.35,11,1,0
0.5,0.175,0.684,0.39,12,1,0
0.5,0.18,0.594,0.37,9,0,1
0.495,0.16,0.577,0.355,9,1,0
0.525,0.18,0.728,0.381,9,0,1
0.52,0.175,0.7365,0.37,9,1,0
0.51,0.15,0.475,0.386,11,1,0
0.545,0.185,0.7075,0.48,11,0,1
0.545,0.215,0.8825,0.506,10,0,1
0.545,0.175,0.8725,0.475,11,1,0
0.565,0.18,0.844,0.5385,9,1,0
0.59,0.205,0.7755,0.48,11,1,0
0.305,0.1,0.1645,0.086,7,0,0
0.35,0.1,0.2365,0.126,7,0,0
0.365,0.13,0.2405,0.139,8,0,1
0.41,0.155,0.569,0.3795,9,0,1
0.4,0.14,0.3495,0.1785,8,0,0
0.42,0.18,0.7755,0.4525,9,1,0
0.42,0.14,0.414,0.2,8,0,0
0.45,0.15,0.531,0.209,9,1,0
0.465,0.155,0.547,0.2585,10,1,0
0.48,0.16,0.6575,0.2785,9,0,1
0.505,0.175,0.6185,0.3315,9,1,0
0.525,0.185,0.586,0.3865,9,0,1
0.215,0.05,0.048,0.042,4,0,0
0.265,0.09,0.073,0.077,7,0,1
0.35,0.13,0.215,0.15,9,0,0
0.365,0.11,0.1755,0.15,8,0,0
0.375,0.115,0.2275,0.1765,8,0,0
0.385,0.12,0.197,0.165,8,0,0
0.415,0.135,0.3195,0.185,9,0,0
0.42,0.145,0.321,0.252,11,0,1
0.445,0.11,0.378,0.26,10,0,0
0.435,0.145,0.404,0.255,8,0,1
0.425,0.14,0.331,0.24,10,0,0
0.45,0.14,0.3465,0.263,10,0,1
0.425,0.145,0.379,0.2575,11,0,0
0.47,0.17,0.3695,0.315,10,0,0
0.45,0.15,0.4055,0.251,11,0,1
0.455,0.14,0.3895,0.271,9,1,0
0.5,0.17,0.4405,0.335,11,1,0
0.495,0.155,0.52,0.32,9,1,0
0.505,0.155,0.492,0.325,11,0,1
0.49,0.155,0.535,0.335,11,0,1
0.495,0.175,0.5205,0.347,10,1,0
0.535,0.19,0.468,0.424,10,1,0
0.505,0.165,0.5725,0.43,11,1,0
0.525,0.18,0.624,0.365,13,0,1
0.5,0.22,0.642,0.405,13,1,0
0.535,0.19,0.7465,0.508,11,0,1
0.525,0.2,0.6205,0.657,11,0,1
0.53,0.21,0.664,0.385,10,0,1
0.55,0.195,0.727,0.445,11,0,1
0.605,0.175,0.8005,0.355,11,0,1
0.215,0.07,0.063,0.03,6,0,0
0.23,0.08,0.0565,0.046,7,0,0
0.25,0.075,0.0835,0.041,6,0,0
0.28,0.09,0.0995,0.0615,7,0,0
0.315,0.115,0.1885,0.11,8,0,0
0.33,0.095,0.219,0.0885,6,0,0
0.35,0.11,0.1575,0.115,6,0,0
0.37,0.11,0.2185,0.146,8,0,1
0.36,0.14,0.241,0.155,8,0,1
0.355,0.11,0.201,0.14,8,0,0
0.44,0.135,0.35,0.259,9,1,0
0.475,0.165,0.458,0.3,11,1,0
0.455,0.17,0.4255,0.2845,11,1,0
0.255,0.1,0.137,0.092,8,0,1
0.31,0.085,0.181,0.079,7,0,0
0.29,0.1,0.1255,0.081,7,0,0
0.3,0.085,0.15,0.088,7,0,0
0.365,0.115,0.232,0.156,10,0,0
0.38,0.125,0.269,0.1535,9,0,1
0.4,0.125,0.2865,0.1765,8,1,0
0.385,0.165,0.375,0.1815,10,0,1
0.43,0.13,0.3155,0.2405,10,0,1
0.43,0.155,0.4,0.229,8,0,1
0.45,0.165,0.37,0.249,11,1,0
0.44,0.135,0.439,0.2605,10,0,1
0.475,0.205,0.5255,0.308,9,0,1
0.485,0.15,0.531,0.296,10,1,0
0.555,0.195,0.9455,0.495,12,0,1
